gu,name,desc,directions,img,lat,lon,gu_en,name_en,gu_zh-CN,name_zh-CN,gu_ja,name_ja,gu_es,name_es,gu_ar,name_ar,gu_ru,name_ru,themes,duration_hours,cost_rank,indoor,night_ok,best_time,styles,situations,journeys
마포구,월드컵공원,"월드컵경기장 주변의 평화의공원·하늘공원·노을공원·난지천공원 등으로 이루어진 대규모 생태공원군이다. 과거 난지도 매립지를 복원한 공간으로, 짧게는 평화의공원 산책부터 길게는 하늘공원까지 다양한 코스를 만들 수 있다.",6호선 월드컵경기장역 1번 출구에서 약 5~10분 걸으면 평화의공원과 월드컵공원 안내센터 일대에 닿는다. 하늘공원·노을공원까지 갈 경우 추가 이동 시간을 잡아야 한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5631939895966,126.897635431027&zoom=16&size=800x500&markers=37.5631939895966,126.897635431027,red-pushpin",37.5631939895966,126.897635431027,Mapo-gu,World Cup Park,麻浦区,世界杯公园,麻浦区,ワールドカップ公園,Mapo-gu,Parque de la Copa del Mundo,مابو غو,حديقة كأس العالم,Мапо-гу,Парк Кубка мира,nature|photo,3.0,0,False,False,morning,solo|couple|friends|family,hot,slow_seoul
마포구,상수동 카페거리,"상수역과 홍대 사이 골목에 독립 카페·바·소규모 식당이 모여 있는 상권이다. 홍대 메인거리보다 비교적 차분한 분위기의 골목이 많아, 카페 탐방이나 저녁 식사를 중심으로 천천히 걷기 좋다.",6호선 상수역 4번 출구에서 나오면 카페·식당 골목이 바로 이어진다. 홍대·합정과 경계가 자연스럽게 연결되어 있어 골목을 따라 도보로 이동하기 쉽다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5578523000415,126.945625246085&zoom=16&size=800x500&markers=37.5578523000415,126.945625246085,red-pushpin",37.5578523000415,126.945625246085,Mapo-gu,Sangsu-dong Cafe Street,麻浦区,上水洞咖啡街,麻浦区,上水洞カフェ通り,Mapo-gu,Calle de cafés Sangsu-dong,مابو غو,شارع مقهى سانجسو دونج,Мапо-гу,Улица кафе Сансу-дон,food|night_seoul|trendy,2.0,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite
마포구,합정동 골목,합정역 주변 주거 골목에 카페·식당·서점·소규모 상점이 섞여 형성된 동네 상권이다. 메세나폴리스 같은 대형 시설과 망원·상수 쪽 골목이 가까워 취향에 따라 번화가와 조용한 골목을 오가며 둘러볼 수 있다.,2·6호선 합정역 5번 출구에서 약 3~5분 걸으면 합정동 골목 상권에 들어선다. 상수·망원 방향으로 이어지는 골목이 많아 목적 카페나 상점을 기준점으로 잡는 것이 좋다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.54956505231765,126.9127818926904&zoom=16&size=800x500&markers=37.54956505231765,126.9127818926904,red-pushpin",37.54956505231765,126.9127818926904,Mapo-gu,Hapjeong-dong alley,麻浦区,合井洞胡同,麻浦区,ハプジョンドン路地,Mapo-gu,Callejón Hapjeong-dong,مابو غو,زقاق هابجيونج دونج,Мапо-гу,Переулок Хапчжондон,food|night_seoul|trendy|shopping,2.0,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite|seoul_now
마포구,망원 한강공원,"망원동에서 한강으로 바로 내려갈 수 있는 강변공원으로, 탁 트인 강 전망과 자전거길·잔디공간이 인기다. 망원시장과 도보로 연결할 수 있어 시장 먹거리를 즐긴 뒤 일몰 산책을 하기 좋은 코스다.",6호선 망원역 2번 출구에서 망원시장 방향으로 지나 한강 쪽으로 약 15~20분 걸으면 공원에 닿는다. 자전거를 이용하면 경의선숲길·난지한강공원까지 연결하기 쉽다.,https://upload.wikimedia.org/wikipedia/commons/0/06/Mangwon_Hangang_Park.png,37.5517245459018,126.900027640945,Mapo-gu,Mangwon Hangang Park,麻浦区,望远汉江公园,麻浦区,望遠漢江公園,Mapo-gu,Parque Mangwon Hangang,مابو غو,متنزه مانجوون هانجانج,Мапо-гу,Парк Мангвон Ханган,night_seoul|nature|trendy|photo,2.0,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
마포구,서울함 공원,"퇴역한 서울함과 참수리 고속정, 잠수함 등을 실제로 전시한 한강변 함정 테마공원이다. 선박 내부와 전시공간을 통해 해군 생활과 함정 구조를 체험할 수 있으며, 망원한강공원 산책과 함께 관람하기 좋다.",6호선 망원역 1번 출구에서 마포09번 버스로 환승해 '한강공원입구' 정류장에서 내린 뒤 약 7분 걷는 방법이 가장 안내가 명확하다. 2·6호선 합정역 1번 출구에서는 마포16번 버스를 이용할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/7/75/PKM-285_at_Seoul_Battleship_Park.jpg,37.5531571120914,126.897898134197,Mapo-gu,Seoul Battleship Park,麻浦区,首尔战舰公园,麻浦区,ソウル艦公園,Mapo-gu,Parque del Acorazado de Seúl,مابو غو,حديقة السفن الحربية سيول,Мапо-гу,Сеульский парк линкоров,kculture|nature|photo,1.5,0,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,seoul_now|art_city|slow_seoul
성동구,서울숲,"대규모 수목과 잔디밭, 습지·산책로가 조성된 성동구의 대표 도심공원이다. 한강과 성수동 사이에 있어 피크닉·산책·자전거를 즐기기 좋고, 주변 카페거리와 함께 하루 동선을 만들기 쉽다.",수인분당선 서울숲역 3번 출구에서 약 3~5분 걸으면 공원 동쪽 입구에 닿는다. 2호선 뚝섬역에서도 도보 약 10분 정도로 접근할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/7/79/Seoul_Forest_%EC%84%9C%EC%9A%B8%EC%88%B2.jpg,37.5443222301513,127.037617759165,Seongdong-gu,Seoul Forest,城东区,首尔林,城東区,ソウルの森,Seongdong-gu,Bosque de Seúl,سيونغدونغ غو,غابة سيول,Сондонгу,Сеульский лес,nature|trendy|photo,3.0,0,False,True,evening,solo|couple|friends|family,night|hot,slow_seoul
성동구,성수동 카페거리,"옛 공장과 창고를 개조한 카페·편집숍·팝업스토어가 밀집하며 서울의 대표 트렌드 상권으로 자리 잡은 지역이다. 성수역과 서울숲 사이 골목마다 분위기가 달라, 특정 매장 하나보다 동네 자체를 걸으며 발견하는 재미가 크다.",2호선 성수역 3·4번 출구에서 카페거리와 연무장길 방향으로 약 5~10분 걸으면 성수 상권 중심에 들어선다. 서울숲까지 걸을 계획이면 서쪽 방향으로 동선을 잡는 것이 좋다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5464440372535,127.043028992489&zoom=16&size=800x500&markers=37.5464440372535,127.043028992489,red-pushpin",37.5464440372535,127.043028992489,Seongdong-gu,Seongsu-dong Cafe Street,城东区,圣水洞咖啡街,城東区,ソンスドンカフェ通り,Seongdong-gu,Calle de cafés Seongsu-dong,سيونغدونغ غو,شارع مقهى سيونجسو دونج,Сондонгу,Улица кафе Сонсу-дон,kculture|food|trendy|shopping|photo,3.0,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite|seoul_now
성동구,언더스탠드에비뉴,"서울숲 인근의 컨테이너 기반 복합문화공간으로, 사회적기업·창작자·문화 프로그램을 연결하는 취지로 조성되었다. 서울숲 입구와 가까워 공원 방문 전후에 짧게 들르기 좋고, 운영 매장과 프로그램은 시기에 따라 달라질 수 있다.",수인분당선 서울숲역 3번 출구에서 약 2~3분이면 언더스탠드에비뉴에 도착한다. 서울숲 입구 바로 옆이라 공원과 함께 둘러보기 쉽다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.54347304486106,127.0441079175173&zoom=16&size=800x500&markers=37.54347304486106,127.0441079175173,red-pushpin",37.54347304486106,127.0441079175173,Seongdong-gu,Understand Avenue,城东区,了解大道,城東区,アンダースタンドアベニュー,Seongdong-gu,entender la avenida,سيونغدونغ غو,فهم الجادة,Сондонгу,Понять авеню,kculture|food|trendy|shopping|photo,1.5,0,False,True,evening,solo|couple|friends,night,seoul_bite|seoul_now|art_city
성동구,응봉산 팔각정,"한강과 중랑천 일대를 내려다볼 수 있는 낮은 산으로, 정상 팔각정은 봄 개나리와 도심 야경으로 특히 유명하다. 응봉역에서 정상까지 거리는 길지 않지만 계단과 오르막이 이어지므로 편한 신발을 권한다.","경의중앙선 응봉역 1번 출구에서 응봉산 입구까지 약 5분, 정상 팔각정까지는 계단과 오르막을 포함해 약 10~15분 더 걸린다. 야간에는 계단이 어두운 구간이 있을 수 있어 주의한다.","https://staticmap.openstreetmap.de/staticmap.php?center=37.54782031066968,127.02990867046951&zoom=16&size=800x500&markers=37.54782031066968,127.02990867046951,red-pushpin",37.54782031066968,127.02990867046952,Seongdong-gu,Eungbongsan Octagonal Pavilion,城东区,应峰山八角亭,城東区,応奉山八角亭,Seongdong-gu,Pabellón octogonal de Eungbongsan,سيونغدونغ غو,جناح Eungbongsan المثمن,Сондонгу,Восьмиугольный павильон Ынбонсан,night_seoul|nature|photo,1.5,0,False,True,evening,solo|couple|friends,night,han_river_night|mountain_city
성동구,살곶이다리,"조선시대 한양 동쪽 교통로에 놓였던 긴 석교로, 현재도 옛 돌다리의 구조를 가까이서 볼 수 있는 역사 유적이다. 중랑천·청계천 수변 산책로와 이어져 있어 한양대 일대에서 조용한 역사 산책 코스로 들르기 좋다.",2호선 한양대역 3번 출구에서 중랑천·살곶이다리 방향으로 약 10~15분 걷는다. 하천 산책로로 내려가면 다리와 주변 수변길을 함께 둘러보기 쉽다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.55301902002195,127.04672549894823&zoom=16&size=800x500&markers=37.55301902002195,127.04672549894823,red-pushpin",37.55301902002195,127.04672549894823,Seongdong-gu,Salgot Bridge,城东区,萨尔戈特桥,城東区,生きている,Seongdong-gu,Puente Salgot,سيونغدونغ غو,جسر سالجوت,Сондонгу,Салготский мост,traditional|nature|photo,1.0,0,False,False,afternoon,solo|couple|friends,hot,royal_seoul|slow_seoul
성동구,뚝섬 한강공원,"자양역 바로 앞에서 한강으로 연결되는 대형 시민공원으로, 잔디밭·자전거길·수상시설과 음악분수 등 다양한 시설이 있다. 지하철 접근성이 매우 좋아 피크닉과 일몰 감상에 편리하며, 건너편 강남 스카이라인을 보기 좋다.",7호선 자양역(구 뚝섬유원지역) 2·3번 출구로 나오면 뚝섬한강공원과 바로 연결된다. 원하는 시설에 따라 출구가 달라질 수 있어 공원 안내도를 확인하면 편하다.,https://upload.wikimedia.org/wikipedia/commons/d/dc/Ttukseom_Hangang_Park_20260416_1.jpg,37.5292974433415,127.06892112991,Seongdong-gu,Ttukseom Hangang Park,城东区,纛岛汉江公园,城東区,トゥクソム漢江公園,Seongdong-gu,Parque Ttukseom Hangang,سيونغدونغ غو,حديقة تتوكسيوم هانجانج,Сондонгу,Парк Ттуксом Ханган,night_seoul|nature|trendy|photo,2.5,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
성동구,성수연방,"1970년대 공장 건물을 재생해 상점·카페·식당을 모은 복합문화공간으로, 가운데 마당을 둘러싼 독특한 공간 구성이 특징이다. 성수동 골목 탐방 중 잠시 들르기 좋고, 입점 매장은 시기에 따라 바뀔 수 있다.",2호선 성수역 3번 출구에서 연무장길 방향으로 약 7~10분 걸으면 성수연방에 도착한다. 주변 카페거리와 도보 동선이 자연스럽게 이어진다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.54139704871741,127.05695851079544&zoom=16&size=800x500&markers=37.54139704871741,127.05695851079544,red-pushpin",37.54139704871741,127.05695851079544,Seongdong-gu,Seongsu Federation,城东区,圣水联合会,城東区,聖水連邦,Seongdong-gu,Federación Seongsu,سيونغدونغ غو,اتحاد سيونجسو,Сондонгу,Федерация Сонсу,food|trendy|shopping|photo,1.5,0,True,True,anytime,solo|couple|friends,rainy|indoor|hot|night,seoul_bite|seoul_now|art_city
서초구,반포대교 달빛무지개분수,"반포대교 양쪽에서 한강으로 물줄기를 뿜는 대형 교량 분수로, 야간 조명과 음악이 어우러지는 장면이 대표적이다. 분수는 계절·날씨·수질·행사 등에 따라 운영 일정이 달라질 수 있으므로 방문 당일 서울시 한강 관련 공지를 확인하는 것이 좋다.",3·7·9호선 고속터미널역 8-1번 출구에서 반포한강공원 방향으로 약 15~20분 걷는다. 반포대교 아래 강변에 도착한 뒤 분수 관람 구간을 찾을 수 있으며 운영 시간은 당일 확인이 필요하다.,https://upload.wikimedia.org/wikipedia/commons/0/06/%EB%B0%98%ED%8F%AC%26%EC%9E%A0%EC%88%98.jpg,37.5126219587788,126.9983938569846,Seocho-gu,Banpo Bridge Moonlight Rainbow Fountain,瑞草区,半坡桥月光彩虹喷泉,瑞草区,バンポ大橋ムーンライト虹噴水,Seocho-gu,Puente Banpo Fuente del arco iris a la luz de la luna,سوتشو غو,نافورة بانبو بريدج مون لايت قوس قزح,Сочо-гу,Мост Банпо Лунный свет Радуга Фонтан,night_seoul|nature|photo,1.5,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
서초구,세빛섬,"반포한강공원 앞 한강에 조성된 세 개의 인공섬 복합문화공간으로, 공연·전시·식음시설과 야간 조명을 즐길 수 있다. 반포대교 달빛무지개분수와 바로 붙어 있어 해질 무렵부터 한강 야경 코스로 함께 둘러보기 좋다.",3·7·9호선 고속터미널역 8-1번 출구에서 반포한강공원 방향으로 약 15~20분 이동한다. 세빛섬은 반포대교 남단 강변에 있어 달빛무지개분수와 같은 동선으로 둘러보기 좋다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.51233177478449,126.99588851601666&zoom=16&size=800x500&markers=37.51233177478449,126.99588851601666,red-pushpin",37.51233177478449,126.99588851601666,Seocho-gu,Some Sevit,瑞草区,一些塞维特,瑞草区,セライト島,Seocho-gu,Algunos sevit,سوتشو غو,بعض سيفيت,Сочо-гу,Немного Севита,night_seoul|trendy|shopping|photo,1.5,1,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,han_river_night|seoul_now
서초구,예술의전당,"오페라하우스·음악당·한가람미술관 등 공연·전시 시설이 모인 국내 대표 복합예술공간이다. 공연을 보지 않더라도 광장과 건축 공간을 둘러볼 수 있으며, 전시·공연 일정이 풍부해 사전에 프로그램을 확인하면 만족도가 높다.",3호선 남부터미널역 5번 출구에서 약 10~15분 걸으면 예술의전당 정문에 도착한다. 공연 시간대에는 역 인근 셔틀 운영 여부도 공식 홈페이지에서 확인할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/6/64/Korea-Seoul.Arts.Center-02.jpg,37.479446101344905,127.01375358339828,Seocho-gu,Seoul Arts Center,瑞草区,首尔艺术中心,瑞草区,芸術の殿堂,Seocho-gu,Centro de Artes de Seúl,سوتشو غو,مركز سيول للفنون,Сочо-гу,Сеульский центр искусств,kculture|photo,3.0,1,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,seoul_now|art_city
서초구,양재시민의숲,"현재 공식 명칭은 '매헌시민의숲'으로, 넓은 숲과 잔디광장·산책로가 조성된 서초구의 대표 공원이다. 도심에서 비교적 조용하게 걷거나 쉬기 좋고, 윤봉길 의사 기념관과 양재천 일대도 가까워 함께 둘러볼 수 있다.",신분당선 양재시민의숲역 1번 출구에서 나오면 매헌시민의숲 북쪽 구역과 바로 연결된다. 공원이 넓으므로 윤봉길의사기념관 등 목적지에 따라 출구와 진입로를 확인한다.,https://upload.wikimedia.org/wikipedia/commons/1/1e/Yangjae_Citizens%27_Forest_-_20211002.jpg,37.4701332061395,127.038471341381,Seocho-gu,Yangjae Citizen’s Forest,瑞草区,良才市民之林,瑞草区,ヤンジェ市民の森,Seocho-gu,Bosque del ciudadano de Yangjae,سوتشو غو,غابة يانغجاي سيتيزن,Сочо-гу,Гражданский лес Яндже,nature|photo,2.0,0,False,False,morning,solo|couple|friends|family,hot,slow_seoul
서초구,몽마르뜨 공원,"서래마을 인근 언덕에 조성된 작은 공원으로, 프랑스 몽마르트르를 떠올리게 하는 이름과 조용한 산책 분위기가 특징이다. 누에다리·서리풀공원과 이어 걸을 수 있어 번화한 고속터미널 일대에서 한적한 녹지로 이동하기 좋다.",2호선 서초역 6번 출구에서 서래마을 방향으로 약 15분 오르막을 걸으면 몽마르뜨공원에 닿는다. 국립중앙도서관·누에다리와 연결해 산책하기 좋다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.4953712551069,127.003858379724&zoom=16&size=800x500&markers=37.4953712551069,127.003858379724,red-pushpin",37.4953712551069,127.003858379724,Seocho-gu,Montmartre Park,瑞草区,蒙马特公园,瑞草区,モンマルトル公園,Seocho-gu,Parque Montmartre,سوتشو غو,حديقة مونمارتر,Сочо-гу,Парк Монмартр,nature|photo,1.5,0,False,False,morning,solo|couple|friends|family,hot,slow_seoul
서초구,국립중앙도서관,"국가대표 도서관으로 국내 출판자료와 디지털 자료를 폭넓게 수집·보존하는 지식문화기관이다. 일반 방문객도 이용 가능한 전시·자료 공간과 문화행사가 있으며, 자료실 이용 조건과 휴관일은 방문 전 확인하는 것이 좋다.",2호선 서초역 6번 출구에서 약 10~15분 걸으면 국립중앙도서관 정문에 도착한다. 고속터미널역 쪽에서도 버스를 이용해 접근할 수 있다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.4974228662228,127.00322746687533&zoom=16&size=800x500&markers=37.4974228662228,127.00322746687533,red-pushpin",37.4974228662228,127.00322746687532,Seocho-gu,National Library of Korea,瑞草区,韩国国立图书馆,瑞草区,国立中央図書館,Seocho-gu,Biblioteca Nacional de Corea,سوتشو غو,المكتبة الوطنية الكورية,Сочо-гу,Национальная библиотека Кореи,kculture,1.5,0,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,seoul_now
서초구,서래마을,"프랑스인 거주자가 많아 알려진 주거·상업지역으로, 작은 카페·베이커리·레스토랑과 조용한 골목 분위기가 특징이다. 고속터미널의 대형 상권과는 분위기가 확연히 달라, 몽마르뜨공원·서리풀공원과 연계해 산책하기 좋다.",3·7·9호선 고속터미널역 5번 출구에서 반포동 주거지 방향으로 약 15~20분 걸으면 서래마을 중심 상권에 닿는다. 프랑스학교·몽마르뜨공원을 기준점으로 잡으면 찾기 쉽다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.49782745020692,126.9983150134587&zoom=16&size=800x500&markers=37.49782745020692,126.9983150134587,red-pushpin",37.49782745020692,126.9983150134587,Seocho-gu,Seorae Village,瑞草区,西来村,瑞草区,ソレ村,Seocho-gu,Pueblo Seorae,سوتشو غو,قرية سيوراي,Сочо-гу,Деревня Сорэ,food|trendy|shopping,2.0,0,False,True,evening,solo|couple|friends,night,seoul_bite|seoul_now
영등포구,여의도 한강공원,"여의나루역에서 바로 이어지는 한강공원으로, 넓은 잔디와 수변 산책로에서 한강과 도심 스카이라인을 즐길 수 있다. 봄꽃과 야외행사, 저녁 피크닉으로 특히 붐비며, 계절별 축제 기간에는 대중교통 이용이 편하다.",5호선 여의나루역 2·3번 출구로 나오면 여의도한강공원과 바로 연결된다. 축제·불꽃행사 등 대형 이벤트가 있는 날에는 역이 매우 혼잡할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/5/5a/%EC%97%AC%EC%9D%98%EB%8F%84_%ED%95%9C%EA%B0%95%EA%B3%B5%EC%9B%90.jpg,37.52638860108943,126.93512931714196,Yeongdeungpo-gu,Yeouido Hangang Park,永登浦区,汝矣岛汉江公园,永登浦区,汝矣島漢江公園,Yeongdeungpo-gu,Parque Yeouido Hangang,يونجديونجبو جو,حديقة يويدو هانجانج,Ёндынпо-гу,Парк Ёидо Ханган,night_seoul|nature|photo,2.5,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
영등포구,더현대 서울,"여의도에 있는 대형 도심 백화점으로, 높은 실내 녹지공간 '사운즈 포레스트'와 현대적인 공간 디자인, 브랜드·식음 매장이 특징이다. 날씨 영향을 덜 받는 실내 관광지라 IFC몰·여의도공원과 함께 쇼핑 코스로 묶기 좋다.","5·9호선 여의도역 3번 출구에서 지하 연결통로를 따라 약 10분 이동하거나, 5호선 여의나루역 1번 출구에서 약 5~10분 걸으면 더현대 서울에 도착한다.","https://staticmap.openstreetmap.de/staticmap.php?center=37.525872071029134,126.92844612411159&zoom=16&size=800x500&markers=37.525872071029134,126.92844612411159,red-pushpin",37.525872071029134,126.9284461241116,Yeongdeungpo-gu,The Hyundai Seoul,永登浦区,现代首尔酒店,永登浦区,ザ現代ソウル,Yeongdeungpo-gu,El Hyundai Seúl,يونجديونجبو جو,هيونداي سيول,Ёндынпо-гу,Хюндай Сеул,kculture|food|trendy|shopping|photo,3.0,0,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,seoul_bite|seoul_now
영등포구,63스퀘어,"한강변에 우뚝 선 63층 랜드마크 빌딩으로, 금빛 외관과 여의도 스카이라인을 상징하는 건물 중 하나다. 내부 시설과 전시·식음 공간은 시기별로 운영 형태가 달라질 수 있으므로 방문 목적이 있다면 최신 운영 정보를 확인하는 것이 좋다.",5호선 여의나루역 4번 출구 인근에서 63스퀘어 방면 버스를 이용하거나 한강변을 따라 약 15~20분 걸을 수 있다. 목적 시설의 운영 여부를 확인한 뒤 방문하는 것이 좋다.,"https://upload.wikimedia.org/wikipedia/commons/5/53/Seoul,_South_Korea_%F0%9F%87%B0%F0%9F%87%B7_63_Building.jpg",37.519814891570896,126.94026158444098,Yeongdeungpo-gu,63 square,永登浦区,63平方,永登浦区,63スクエア,Yeongdeungpo-gu,63 cuadrados,يونجديونجبو جو,63 مربع,Ёндынпо-гу,63 кв.,night_seoul|shopping|photo,2.0,1,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,seoul_now
영등포구,여의도공원,"여의도 중심부에 길게 조성된 대형 도심공원으로, 잔디·산책로·자전거길과 계절별 식재가 잘 정비되어 있다. 더현대 서울·IFC몰·국회의사당 사이 이동 중 쉬어가기 좋고, 여의도 한강공원과도 쉽게 연계된다.",5·9호선 여의도역 3번 출구에서 약 5분 걸으면 여의도공원 동쪽 구간에 닿는다. IFC몰·더현대 서울과 모두 도보권이라 중간 휴식 동선으로 이용하기 좋다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5261349157513,126.92234821796&zoom=16&size=800x500&markers=37.5261349157513,126.92234821796,red-pushpin",37.5261349157513,126.92234821796,Yeongdeungpo-gu,Yeouido Park,永登浦区,汝矣岛公园,永登浦区,汝矣島公園,Yeongdeungpo-gu,Parque Yeouido,يونجديونجبو جو,يويدو بارك,Ёндынпо-гу,Парк Ёидо,nature|photo,1.5,0,False,False,afternoon,solo|couple|friends|family,hot,slow_seoul
영등포구,문래 창작촌,"철공소와 공장 골목 사이에 예술가 작업실·갤러리·카페가 들어서며 독특한 문화지대로 발전한 곳이다. 화려하게 정비된 관광지보다는 산업 현장과 창작 공간이 공존하는 분위기가 핵심이므로, 작업 중인 골목에서는 통행과 안전에 유의해야 한다.",2호선 문래역 7번 출구에서 약 5~10분 걸으면 철공소와 작업실이 섞인 창작촌 골목에 들어선다. 관광 구역이 명확히 구획된 곳이 아니므로 지도에서 문래창작촌 중심 골목을 확인하고 이동한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.51398329680753,126.89777054767478&zoom=16&size=800x500&markers=37.51398329680753,126.89777054767478,red-pushpin",37.51398329680753,126.89777054767478,Yeongdeungpo-gu,Mullae Creative Village,永登浦区,穆莱创意村,永登浦区,ムンレ創作村,Yeongdeungpo-gu,Pueblo Creativo Mullae,يونجديونجبو جو,قرية مولاي الإبداعية,Ёндынпо-гу,Творческая деревня Муллае,kculture|food|trendy|photo,2.0,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite|seoul_now|art_city
영등포구,IFC몰,"여의도 국제금융지구의 대형 복합 쇼핑몰로, 지하철역과 오피스 빌딩이 지하 통로로 연결되어 있다. 쇼핑·영화·식사를 실내에서 해결하기 좋아 비나 추위가 있는 날에 편하며, 더현대 서울과도 가까워 함께 둘러보기 쉽다.",5·9호선 여의도역 3번 출구에서 IFC 연결 지하통로를 이용하면 실내로 바로 이동할 수 있다. 더현대 서울과도 지하·지상 도보로 연계 가능하다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.525041576560504,126.92589589473786&zoom=16&size=800x500&markers=37.525041576560504,126.92589589473786,red-pushpin",37.5250415765605,126.92589589473786,Yeongdeungpo-gu,IFC Mall,永登浦区,国际金融中心商场,永登浦区,IFCモール,Yeongdeungpo-gu,Centro comercial IFC,يونجديونجبو جو,آي إف سي مول,Ёндынпо-гу,МФК Молл,food|trendy|shopping,2.0,0,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,seoul_bite|seoul_now
영등포구,국회의사당,"대한민국 국회의 본회의장과 주요 의정시설이 있는 상징적 건축물이다. 외부에서 건물과 광장을 볼 수 있고, 내부 견학은 국회 방문자센터의 예약·출입 절차 등 최신 안내를 확인한 뒤 계획하는 것이 좋다.",9호선 국회의사당역 1번 출구에서 약 3~5분 걸으면 국회의사당 정문 일대에 닿는다. 내부 견학은 당일 자유입장이 아닌 경우가 있으므로 국회 공식 안내에서 예약·신분증 요건을 확인한다.,https://upload.wikimedia.org/wikipedia/commons/f/f0/National_Assembly_(Parliament)_Building_in_Seoul_Korea.jpg,37.53190827313679,126.91416237338858,Yeongdeungpo-gu,capitol,永登浦区,国会大厦,永登浦区,国会議事堂,Yeongdeungpo-gu,Capitolio,يونجديونجبو جو,مبنى البرلمان,Ёндынпо-гу,Капитолий,traditional|photo,1.0,0,False,False,afternoon,solo|couple|friends,,royal_seoul
영등포구,선유도공원,"옛 정수장 시설을 재생해 만든 한강의 생태공원으로, 수생식물원·온실·전망 공간과 독특한 콘크리트 구조물이 어우러진다. 선유도역에서 양화대교 방향으로 걸어 들어가며, 도심 속에서 비교적 차분한 생태·건축 산책을 즐기기 좋다.",9호선 선유도역 2번 출구에서 양화대교 방향으로 약 7~10분 걸어 선유교를 건너면 공원에 들어간다. 섬 안에는 차량 진입이 제한되는 구역이 있어 도보 관람이 기본이다.,https://upload.wikimedia.org/wikipedia/commons/f/f4/Seonyudo_Park.jpg,37.543673079231255,126.89985734444755,Yeongdeungpo-gu,Seonyudo Park,永登浦区,仙游岛公园,永登浦区,仙遊島公園,Yeongdeungpo-gu,Parque Seonyudo,يونجديونجبو جو,حديقة سينيودو,Ёндынпо-гу,Парк Сонюдо,nature|photo,2.5,0,False,False,morning,solo|couple|friends|family,hot,slow_seoul
서대문구,서대문형무소역사관,"일제강점기 독립운동가들이 수감되었던 옛 서대문형무소를 보존한 역사관이다. 감옥 건물·사형장·전시를 통해 식민지 통치와 독립운동의 역사를 구체적으로 접할 수 있어, 가볍기보다 충분한 시간을 두고 관람할 만한 장소다.",3호선 독립문역 5번 출구에서 약 3분 걸으면 서대문독립공원과 역사관 입구에 도착한다. 독립문·독립관과 한 동선으로 둘러보기 쉽다.,https://upload.wikimedia.org/wikipedia/commons/b/bd/History_Exhibition_Hall_of_the_Old_Seodaemun_Prison_(%EC%84%9C%EB%8C%80%EB%AC%B8%ED%98%95%EB%AC%B4%EC%86%8C_%EC%97%AD%EC%82%AC%EC%A0%84%EC%8B%9C%EA%B4%80).jpg,37.57460869420248,126.95561222756632,Seodaemun-gu,Seodaemun Prison History Museum,西大门区,西大门监狱历史博物馆,西大門区,西大門刑務所歴史館,Seodaemun-gu,Museo de Historia de la Prisión de Seodaemun,سيودايمون غو,متحف تاريخ سجن سيودايمون,Содэмун-гу,Музей истории тюрьмы Содэмун,traditional|kculture,2.5,0,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,royal_seoul|seoul_now
